wallet,total_tx,avg_age,total_balance,chains_used,tier
0xf5c80fe342d23dc29e6dbb963f5d5cedbd767a4e,4,33.4,0.0002,3,Tier 3
0x5b423ed9dd4e22efebf0146d832d6313d3bf2ae1,2,13,0,1,Tier 3
0xbbe59b0a57ba04731c8f6685494ff79b9766c9ed,4,35.6,0,3,Tier 3
0x303f40f970427f094febe1046fe18c4ac4719352,5,37,0,3,Tier 3
0x2e4a74d0f488e2681b7fffdf36997ddcc685f66f,4,37,0,3,Tier 3
0x5e8055876a423d4b98f900370b04722c65a3c49f,4,72.8,0.0001,3,Tier 3
0xaebb97d1086a0b5517d8c0b2eafe541f086152f2,2,31.8,0.0001,1,Tier 3
0xec6e786f84dfe1f3256cf73893166baf5b90b0d3,4,33.6,0,3,Tier 3
0x32a8872e45ca9b78705f9349cb0e23a8415fa330,4,57.2,0.0002,3,Tier 3
0x5ee6ac2b20874e33c5fffc339f11852fb2122078,4,57.2,0.0001,3,Tier 3
0x0e982adc5a6c8557ccc2dc63c26c0fbdad49abeb,10,74.8,0,3,Tier 3
0x1b8e6543c3b5206e7574d64c6eb41c46abbd1ab4,5,35.6,0,2,Tier 3
0x16f1439e73989ba97a9d9b30c230fb0d709b9d1d,5,83.6,0,3,Tier 3
0xc495c2e4591045bfadc4fe903070b0ba5aff4da4,5,35,0.0001,3,Tier 3
0x5e6dbe9755e42978717cf7c93d2eddc2cfda6dbf,20,148.8,0,3,Tier 3
0x1bf58f06169789c2fbf81116b4c97abc1dec2003,1,0.6,0,1,Tier 3
0xd48686860faa525d445174fc1f34e5fd21d711e6,7,34.4,0.0001,3,Tier 3
0xdf063e82fea306c1eceed085c366fac7dae98923,5,69.8,0.0002,3,Tier 3
0xac1abac84960b127fe11ad243bc82851a346c066,5,71.8,0.0001,3,Tier 3
0x20a3023ab100a44b4502932255ba7993bff4b8da,2,13,0,1,Tier 3
0x2574db6e10e8771317e789535f3acae3235f4425,39,180.8,0.0244,4,Tier 3
0x827545c3521aac8de3f995a581ad6403c897f57b,6,36.8,0.0001,3,Tier 3
0xa7c4e21952cc233c38ce242df7f623e05a7884d1,4,22.6,0.0001,2,Tier 3
0xbb585429c6b678bbe3e69946253829007b8729fd,4,35.6,0.0001,3,Tier 3
0x36c62e37b2b9ea119c6470f6912c5833cd827bad,3,93,0.0001,3,Tier 3
0xa46568ffd8600267e882077e6512c51bc745fa93,201,50.4,0.0925,4,Tier 3
0x95a1593b6a2848695701807046d19c02e756353d,7,36.8,0.0001,3,Tier 3
0x73b597848382aafcdfbc07369a17b94bdd3738ab,6,36.8,0.0001,3,Tier 3
0x3197797b81ad5cbfc8d0ba80a50ea8c10fb759e6,5,57.2,0.0001,3,Tier 3
0x2e88963acdd4bac32cb9ad006a8b24cb6751e393,9,33.4,0.0001,3,Tier 3
0x1f908b1b82c32da8e365cb40b2f7a7d25af4ef9b,3,23.6,0,2,Tier 3
0xde8660242ad00893eafb57e98614f96082d65413,5,59.4,0.0001,3,Tier 3
0x0fffbb58aaf110e7d18d7ab9496360562510c589,6,37,0.0001,3,Tier 3
0x8b5674fd7b7d38b449387d5b9330d1b2dc21f12a,2,13,0,1,Tier 3
0xc3d9af4cde6ff3c1facbbc4a162f406791ef817f,4,35,0,3,Tier 3
0x5d5e3af1043326b3316bbb7063df057153a65594,7,64.6,0.0001,3,Tier 3
0xa3281d6f1f030a74cc48160f45303e00e5ebc017,4,56.6,0.0001,3,Tier 3
0xa24de561bff8011a9c9cd6fc393116eee7af1528,4,38.8,0.0001,3,Tier 3
0xdc93284c3a96f8cb0a111e1a5f2283358c4350d9,6,34,0.0001,3,Tier 3
0x0e69678c36a91fda42b4b4df97907e1911dc02a9,160,172.6,0.0521,4,Tier 3
0xdfab4fed27dbf8e6016704af4ae0bdaa1f63da52,1,14.2,0,1,Tier 3
0x6d0a699b1867f1ffa68d7a1bd6a84ab686b5f1fe,34,66.4,0,2,Tier 3
0x5afe20655a6a65afd6b1a4d45f3d1c067ff38478,3,23.6,0,2,Tier 3
0x4b0c2bcdb65d43e25ea1b92cb351cdbd3655d61b,5,37,0.0001,3,Tier 3
0x9736a7b608bc7e5b2c5b4d25f6a19ef7c39932a1,4,23.4,0.0001,2,Tier 3
0x1a83dc60378d30e9340d332efb92bc5820c6258d,4,62.4,0.0001,3,Tier 3
0x22f481174a224d0c834634f95d8e14ade88b8b71,3,23.6,0.0001,2,Tier 3
0x324f1e48b09e41337406f6afde89b2a80f264c27,3,23.6,0,2,Tier 3
0x0ff369ecc09194f41b8309f0fac14a4632ce009d,8,37,0.0001,3,Tier 3
0x5dfe3613185712812b0e8f12ebc4bd34c29b34dd,2,23.6,0.0001,2,Tier 3
0xe26f9344b3284a83b7efa44ff5948ade3543b71f,2,20.6,0,2,Tier 3
0x8dc5432ae099031ec59355f600502a149f6f3e98,3,36.8,0.0001,3,Tier 3
0x267b3d6bf76f1f1db79ad84bb993ffcd68767f78,3,23.6,0.0001,2,Tier 3
0x5c20d54a263cfb6d3240b621edd82b87e1ace3c1,6,37,0.0001,3,Tier 3
0x152e1cb075cf201099161a6335b83ed77d32aeb4,257,193.8,0.2047,4,Tier 3
0xbd838b44bf7d7d64e7d6c7b521ef50b263bf0845,2,13,0,1,Tier 3
0x028f8e17d2a6d9ef3b46c2d07a4908fd7fc87ae1,5,35.6,0,2,Tier 3
0x89d6749ce605aa77734e31ae3ff9066fdf9b109c,3,23.4,0.0001,2,Tier 3
0xe9d752a372d9923fc44c215c54449faaafc23de4,2,20.4,0,2,Tier 3
0x53a7675e4e2ff634fa7fdf7ee325c61b574c72ae,8,37,0.0001,3,Tier 3
0x7b60d37c447cdbb92ae532021986c98b0d674311,3,23.4,0.0001,2,Tier 3
0x9816922c55258225f71818c4f42f816e9ee1e971,37,251.4,0,4,Tier 3
0x252849e0965be656d29ac1ac45f3a806b98ffd8c,152,171.8,0.1262,4,Tier 3
0x05b3b77fe4da87ffa07dc3c8aadac5cf617bcaf6,5,37,0.0001,3,Tier 3
0xcec62edfc4a3dc8e0fcce758c46618c403afd9ee,3,21.2,0.0001,2,Tier 3
0x7b62eabb40a40192ed3c3dbc41b479ea136bdffd,2,23.4,0,2,Tier 3
0xf5966a60420e8dcd42f87834d7fd5fb812ed7dea,2,20,0,2,Tier 3
0xa5eee67570b57ae6e5de96338eeca68247c867e7,2,23,0.0001,2,Tier 3
0x2f80e2db0d9f1df12f19fb14648ddbc17444348c,2,23.6,0,2,Tier 3
0xcdcdd265d9f86035612834b31075f1aa3eb51e58,217,21.4,0.63,3,Tier 3
0x4a35cc89e35a505682620c89ba41ab1fb0153f80,2,23.6,0,2,Tier 3
0xb7ea7171a527d32f004471df692236d8f0a83933,2,22.2,0.0001,2,Tier 3
0x8e23dadd96c04cf35465d04db6e965ef2d47c1ca,5,39,0.0001,3,Tier 3
0xf6e92440e0834fb57e3673d17800f68ae8d56711,15,337.2,0.0421,3,Tier 3
0x224a53e880a209bdee7cba4b68c6904527fc2ff4,2,23.6,0,2,Tier 3
0xcdf44a3c7200af16733dc149cc3dd1f53ef058e6,6,36.8,0,3,Tier 3
0xe6fa3e042363b92104fa76af9b753bcdc003b3d3,3,20.4,0,2,Tier 3
0x4d7ea02685656888f9dc9ad7e7d5e99d4d77ff4f,2,13,0,1,Tier 3
0x91a8f8b0eeebd7fb767f942037fe566ca1d65812,6,39,0,3,Tier 3
0x289befe75a86e8e13d71f3b73393b40e36f51f74,283,107.8,0.312,4,Tier 3
0xe13d49f8a95d7c5f3047315f7eb1bc28f21d18f4,6,36.2,0.0001,3,Tier 3
0x4bc3be2fa8ce98b68bc3fa7ab26bd5a93b815213,3,23.6,0,2,Tier 3
0x9e36135d751d8c739a7f60c1b3570abf75a5a8c5,3,23.2,0,2,Tier 3
0x80804ad8f319ee4cd1c978d0edf280f2ab25ab63,6,39,0,3,Tier 3
0xd15a467a926f31a50a6c31e30f02b1f8235695a2,3,21.2,0,2,Tier 3
0x9e84c726dc3a821c2c62fc0522ae7767739ea2a5,6,38.8,0.0001,3,Tier 3
0x0ca73a2037d6b3a5813da8efb15dedba3a33111d,3,23.6,0,2,Tier 3
0xc5c09ee6223efed26596c77a80a8374b4f61bfa3,2,21.6,0.0001,2,Tier 3
0x6c4f15d132f96457cd833e5cda79296a223f8b12,4,23,0,2,Tier 3
0x2219b012773b9fdeda0494af0b0158514b10894e,33,26,0.0092,3,Tier 3
0x9d39ac18c558212a1bce5c0dfeb9749f98d0a99d,3,23.2,0,2,Tier 3
0x1d2b72401a92d9dabf468caee659e945ba0ba197,3,23.6,0,2,Tier 3
0xfc18c99f2a82844a0830c689160ec1dd213d95bc,5,10.2,0,2,Tier 3
0xbf93b2942917fb5909865145ae0425622ce83502,6,37.4,0,3,Tier 3
0x3e01e64ad841aab3c05c05a70e6a0d0a875addb8,112,144,0.0071,4,Tier 3
0x8468289de6ccff966bab157fbec73a57c46bf184,6,39,0,3,Tier 3
0xc7c5e9f03e1939e53bbd9fa69ab3428289eadd01,6,36.8,0,3,Tier 3
0x5d44476513bc660782d1985df38dec3cd4321741,3,23.6,0.0001,2,Tier 3
0xec7f25eb79bf5a47fa0f7cc7e34e442cef0fadcf,0,0,0,0,Tier 3
0x915750e247ddf0857b81495e8118f07655622396,3,23.4,0,2,Tier 3
0x79a44ed9e90f514c8233c6a0634c3745587a2bbf,0,0,0,0,Tier 3
0x0db9a5bdc3d22edb284db666f05de91c12290f14,3,23.6,0.0001,2,Tier 3
0x68fc3619cf57e5acdefe8497e80a152c10dbc649,4,23,0,2,Tier 3
0x62b1e3d71ac7281fe696a25a92d056ea729d4c11,3,23.6,0,2,Tier 3
0xaa0c5e1ddbe18beaca0758eaeda26e9399555b7f,3,22.6,0,2,Tier 3
0x72cbf2c5b16efbe07f9ab1ac10235f6bf72aae29,5,39,0,3,Tier 3
0xb5d57c079d5f4095e45033abcf7731ad94b78efa,5,38.6,0,3,Tier 3
0x645b9982c688c23742e4e5ed5e5edcc9c7fa3675,16,52.2,0.001,2,Tier 3
0xd2e8f23d86fe34280d7a7a624aee31957f0b179c,2,21,0,2,Tier 3
0x5f2f4571fb23807f45bc55259c8adfbd66576e4e,127,36.6,0.0269,3,Tier 3
0x249742f19b4b4d0faaef4c1834a4d71c5482a1d5,2,23.6,0,2,Tier 3
0x11019ee5c8cff25769a2d64554a90b4c41d46219,2,23.6,0,2,Tier 3
0xa201d53fc3ded4d8d325d0235ab970bd467850ab,3,23.2,0,2,Tier 3
0xe4f2f7605c5f053594dca5df010b8615e20929ec,3,20.6,0,2,Tier 3
0x563d43ba18e18bedc73b44265814da15eea169c2,28,10.6,0.0001,3,Tier 3
0xe963aa57d8f4833221074fbe6f10f4f260983e7a,3,20.4,0,2,Tier 3
0x260344cbb09c4dbbb5b1b9f2ecbd0d889ffc677a,2,23.6,0,2,Tier 3
0x9cede49d68c989e50cc47d206b81114ceadd8ae9,2,23.2,0,2,Tier 3
0x1ae77f8ff1bff9fefd99dc360b40cdaa5147cfa0,2,23.6,0,2,Tier 3
0xe34cd007576ff836239c5dd3117258acf127b144,58,58.2,0.0001,4,Tier 3
0x7b0f83512fedff4bdc828802d1a300376c35b28a,117,29.6,0.0003,4,Tier 3
0xf732854bb9c34940e3d6b6a0ae3f765e1f999837,2,20,0,2,Tier 3
0x1a7288a322db4966188a38404b73ab47e00e191e,9,128.8,0,2,Tier 3
0x0e746e97bc98bab03e495d15a0e16774575bed26,2,23.6,0,2,Tier 3
0x9fb188e34a65ea32f73a3b4e991a82884154aa8f,2,23.2,0.0001,2,Tier 3
0x73fbc29f7ba8f1959771049359b2f1588eafbc26,2,23.4,0,2,Tier 3
0x0b05f9a06bbbf022747c273a4df2b06d7dcd3544,2,23.6,0.0001,2,Tier 3
0xa76cd4b46b5cc2b9ce9956968450973bac5d5f58,12,153.4,0.0012,4,Tier 3
0x8c8673fe6d7a91fea6dedbffc29d5fcafa039771,2,23.4,0,2,Tier 3
0xeb74f270c711f0e5a8e95c6a80e06020af3460f3,2,20.2,0,2,Tier 3
0x55cfaeabecff33245926a988c56cb789c257b975,139,93,0.0003,4,Tier 3
0xb3eeebc48c1509cc2d29a8b4ca119d7a21989dff,2,23,0.0001,2,Tier 3
0xa79ad7c0bf858208502143fe7522bcac3cb50b16,3,23,0.0001,2,Tier 3
0x5a906d940df4a7cc7501f68b0e9eba626c51c525,2,23.6,0.0001,2,Tier 3
0x9ea5852ea915ba5913d9aee544146d655c87c91d,3,23.2,0,2,Tier 3
0x28dcd5570e4bdf7a79f3e022e9be09e0cb0bab94,3,23.6,0,2,Tier 3
0x25c06e850f0ed941992a8d5dc1d21eb52061da15,2,23.6,0.0001,2,Tier 3
0xb9273f5a57ffcd92975a47a31a598c5dff851fdc,164,69.2,0.4128,4,Tier 3
0xc84bb4cc9fbec5943021b3b66650188454864bea,2,21.2,0.0001,2,Tier 3
0x8e69c0d1b5399b6e6203dca097b2810fa73ae29f,2,23.4,0.0001,2,Tier 3
0xcb6336fd4034d1811022de67d295803b27918455,268,179.8,0.0002,4,Tier 3
0x30bad89cfd9ff3bfb84bd6c8f72072348972d620,2,23.6,0.0001,2,Tier 3
0x668ad346e110423d38a7425bb8c9f8527b74baca,3,23,0,2,Tier 3
0x7ebfad31355a35fb2dbc1d7244d97d71c9ef01bd,2,23.4,0,2,Tier 3
0x9df85e8748d69d2c7780331a1f2246d009e32d24,41,45,0.002,3,Tier 3
0x1c8cda1d530fecc44ab8e8f782ba83d9d1eb9d14,2,23.6,0,2,Tier 3
0x9c7ca896cc542cc7569150ca5e4630739af1fcdf,2,23.2,0,2,Tier 3
0xf4aa568ccc79acc773675d645e1ba857b859d149,2,20,0.0001,2,Tier 3
0x7246296d44d086f74d55b174213edbd87722c987,2,23.4,0.0001,2,Tier 3
0x2d632abf8e688c7ea467cd461bee160bf39bb572,6,33,0,2,Tier 3
0x10282dee50c20703876e7ac39a05fce9db1aa6c9,239,84.8,0.8059,4,Tier 3
0xb5609cc8147713978135de696fe39f362bf1852e,2,23,0,2,Tier 3
0xe12480c920c6e99343c41ccddd3cbe071a0923c4,3,20.6,0.0001,2,Tier 3
0x7180aac7a0d3ca1356f947aaf81be7909625dfc3,3,23.4,0.0001,2,Tier 3
0x4c4a014e2f3114d9c51a80fc45698192daa2b2e0,2,23.6,0.0001,2,Tier 3
0xf7c8645ca913e06d6e39ac7b13616ed5ea0c5e09,3,20,0,2,Tier 3
0x1f7716e43ffef28142c4668c697c5199939bab67,3,23.6,0.0001,2,Tier 3
0x00ef9713c98d2f6e38500f1dcb2870afff1170fe,3,23.6,0,2,Tier 3
0x7bdd7cbde011989205c7d3f4324cda01b3109617,3,23.4,0.0001,2,Tier 3
0x65397f9fcb1aa4e9a9eccdc1ed857f91b7fa839f,4,23,0,2,Tier 3
0xfe73ef0f59523960f2dcd067b5bcbb4fb5612a6a,3,20,0.0001,2,Tier 3
0x41103a3adcfddad6770359b05987a5e0e0a20ff1,33,307.2,0,4,Tier 3
0x37bca58ddeb976ff7a04c1feb3590b911f06027a,11,8.4,0,2,Tier 3
0xccfbb1c2d4025a0b65b02f81e6f40bfc4bcf0a43,23,224.8,0.0065,2,Tier 3
0x97775352a19388fb410cda808f100cdb8a214306,3,23.4,0,2,Tier 3
0x11a90ec5960f1f3e57512d981b3a16a1ec7d0418,3,23.6,0,2,Tier 3
0x3fc51e1d3e5ec3490f27f5540c30bf64719ce1a9,2,23.6,0,2,Tier 3
0xcd3f7944c5c96cdfee9379c1dab40ff2192127dc,2,21.2,0,2,Tier 3
0xfec086ded20f065df2828f0ccc9881bc974d8deb,2,20,0,2,Tier 3
0x1bfec878149334f088bddf02df1f3be97f93a167,2,23.6,0,2,Tier 3
0xc95f91a63e56dbb2f86e5cbb59e3b32beac02aaa,2,21.2,0,2,Tier 3
0xfadaf2bc4879c75a9bdbd1f0f58be95cba8b1d32,2,20,0,2,Tier 3
0x01381f0a98b171b893cad2982ae958fd3f6a825a,1,0.6,0,1,Tier 3
0xe1085f90763bf27516cb327fa4c0241a565fab68,154,44.8,0.0001,4,Tier 3
0xadff2d5eaeb7db5180dd89f92a890abfe9be213b,1,6.4,0,1,Tier 3
0x820f5aaa00b3cce7780c8d4bdc2a33a7eacf85f5,3,23.4,0,2,Tier 3
0xe7004fcf44d7afe16017390f8238c302ec4b9731,3,20.4,0,2,Tier 3
0xc60df6d7129ff7494a9d9e08f50d0168df71e7e8,2,21.6,0,2,Tier 3
0x8fd2c004b337cadd513eb893210fd6b5b424a98d,3,43.4,0,3,Tier 3
0x9b4ca648948e5d0d0748d26ef8055ba2b63fd429,2,23.2,0,2,Tier 3
0xf775e4f719211f8a01fa2baedd3785265ea4f376,2,13,0,1,Tier 3
0x261171b39f63cdd8d9cab293e8116a340ffe0234,2,23.6,0,2,Tier 3
0x1e0ddd21bf7fa13b2a370c50095d01cf120586fb,2,23.6,0,2,Tier 3
0xd24c6eb7dbad730aa85de7b411acd3c23222b244,2,21,0,2,Tier 3
0x0e20b87117be305692d79d47cadaf0453838f40e,122,135.4,0.4982,4,Tier 3
0x3f774e8e4d7df121853d97bbce1b1344292715b3,2,23.6,0,2,Tier 3
0x41b83bea9fdb4738cef229eb97c1b8ac11628207,2,23.6,0,2,Tier 3
0x7caef618ca9d3c77eae08ae8909f8a261a9a2b12,120,202,0.236,4,Tier 3
0x901cebc04bb4c1280dd1013e07fd200b8f2ca5b5,2,23.4,0,2,Tier 3
0xae4774fd5a2852d65277f230581352f0e1000411,1,6.4,0,1,Tier 3
0x0f81e127fcd96f43b9d735aaf96456f362bfbb24,3,43.6,0,3,Tier 3
0x6bbc73c137d26b6edaaa046e354e69ab663e1851,3,55,0,2,Tier 3
0x90e783c6c6be3afc01feb20417c3b43a9ff3723f,2,23.4,0,2,Tier 3
0x848ed9798cf37ce7ef13569c1b60c168b0a4d6fc,2,23.4,0,2,Tier 3
0xf4d3a6353065d40e82fe7d07f7b8bd410d32afe9,2,20,0,2,Tier 3
0x8b5b6f51cdace9ebff6d8dbe0883cd6a70d642e6,2,23.4,0,2,Tier 3
0xaeb2cb40c144fb0e82796a4ff44c283e70bd0bb6,1,6.4,0,1,Tier 3
0x148f32ccb99591941f87a0aff5207fc1bcb0b581,2,23.6,0,2,Tier 3
0x98c304055c2f3f88eaa9387ed9b0d776c2c6b059,2,23.2,0,2,Tier 3
0x4fd4eda15d2ad8dde46e3f6b027b63fe9635c70f,2,23.6,0,2,Tier 3
0x5dff55a37575e82b62847c0cd08107238e685406,2,23.6,0,2,Tier 3
0x9da486d35bfe6e3b34a278cbe15450617e45869d,2,23.2,0,2,Tier 3
0xa8383c382c1321ed177f297bd76a51c17f9f63c1,2,22.6,0,2,Tier 3
0x3e83aecaa0d05861264bb0600179d8facce4c27b,400,711.4,0.7279,4,Tier 3
0x76522aae8f5a24f0296dbea2fbeb6f5ac142dfde,2,13,0,1,Tier 3
0x00c16e804c8b7830062b6ebceee55a22061db739,3,23.6,0,2,Tier 3
0x1737b0381fa0ad951fddb91446fa7bfa426c64c7,3,23.6,0,2,Tier 3
0x4b3bf21572e55cde25ea068f555c4c917a84e189,2,23.6,0,2,Tier 3
0xce73662d65ef734e1a8a9c6720a82a6cd19fcf7a,2,21.2,0,2,Tier 3
0x14effe56b55641ee5ccff66a31b7defb8a7f92ff,2,23.6,0,2,Tier 3
0x952c6ee14c0792b3d3540de3fe909bd6471b6d68,3,23.4,0,2,Tier 3
0x74c81ca15e97b5c09089183345b84f1737782de8,3,23.4,0,2,Tier 3
0x4a5f570e4b833bd8087d505fb23c28706c892a28,3,23.6,0,2,Tier 3
0xb2e6969ffa3101cc93bdd93b686c5fdd146692a2,3,23,0,2,Tier 3
0x712593a5faf387e3c3dc8df688b302aa6b598cfa,28,91,0.0017,4,Tier 3
0x684b503b412b2665354207158babec7bc9ed5de4,4,23,0,2,Tier 3
0x0fa772d7687ec8a23d6d878ffdac7b0bf1d9f589,3,23.6,0,2,Tier 3
0x3411cd0b560d0f23d2ce6e2f787d4136cac1f107,3,23.6,0,2,Tier 3
0x13d5b9372a24103ebc45b51879522210da03e065,3,23.6,0,2,Tier 3
0x2e73c16525e402348d0b1e15d710a9788b07b1ea,3,23.6,0,2,Tier 3
0x17a50674ab249bd75de12e64d39c3eb5d27f11a9,3,23.6,0,2,Tier 3
0xd15a60e36de3f183f7838bcd318a3affb074a1b4,3,21.2,0,2,Tier 3
0x49cd263acf6fb9f5c82964af8221b07c4adbae93,3,23.6,0,2,Tier 3
0x81e245a27343faa3b892b102f25c4dc62c09bb64,4,23.4,0,2,Tier 3
0x02df4064c81f394ed38d2aabc1d7ce4668f80776,2,23.6,0,2,Tier 3
0xb6a5b683aa29c316d91d072fe095d1c0b9492de8,0,0,0,0,Tier 3
0xa638d2eea74753e2e5f5272dc5a9f9048eac9080,2,23,0,2,Tier 3
0x1e215a4b72d745a61107aed0017a23fb5b6ed046,2,23.6,0,2,Tier 3
0xe1962e9835b9700bf9daa949b3ba6c66ffa1d771,1,14.2,0,1,Tier 3
0x951fcbce7d228149bee38faa2ca2264bf022a9cd,2,23.4,0,2,Tier 3
0x044ee71aa2b7df625555e37435a360b96251ce54,14,67.4,0,2,Tier 3
0x49d460dec765b660e5c7959d31043840d13f1ec0,2,23.6,0,2,Tier 3
0xee77f2458a312153056362d7777582b7c5854f84,2,13,0,1,Tier 3
0xd365d884d9c6d3509aa9a1e021dbf933651df472,2,21,0,2,Tier 3
0x7696eda3a2015f1383a9305532aafebc27e8339c,3,23.4,0,2,Tier 3
0x3db4a805d30da06054f24e4a58ba28114245ead4,3,23.6,0,2,Tier 3
0x34359b1772c8dad1b66a12fb49b813dcb0de95d9,3,23.6,0,2,Tier 3
0x10d9d93222b44492020b36cfa1b2a51f9e467ef9,0,0,0,0,Tier 3
0x4e47e0607a25a0bb075c77fd2815bb756ecc6c7a,2,23.6,0,2,Tier 3
0x7f0e7cb85614877a752c561e2a6bed476de0d459,2,23.4,0,2,Tier 3
0xc99b39bfa3dc22b4a3aa2d26132f66583c6843fd,2,21.2,0,2,Tier 3
0x7f7f57e2f7d2aa0b74bfee7b6367aa339e10c23d,2,23.4,0,2,Tier 3
0xa7e5209dc784f4f6b66c6b53418d3ae14d50e3f9,2,22.6,0,2,Tier 3
0xc82cc8d91fbcc8451eced72380b046fd42fea494,2,21.2,0,2,Tier 3
0xe34de97365ffb9c9d39d551a48022e1a20f39b50,3,20.6,0,2,Tier 3
0xdf974545a66cdce4847cfb1e373c107f52786e50,87,54.4,0.0426,4,Tier 3
0xe8b3b4d41f5d2f910f9a772ad6bbaca4b7c04a80,3,20.4,0,2,Tier 3
0xec4ae0db81054038515dd98aa8280e75e61d0d2c,2,20.2,0,2,Tier 3
0x0ebc30be23ae7290f396355baa592e7163d5448c,178,49.6,0.0051,4,Tier 3
0x64ab7f0613c1c57c2c64544bb7b7540e0c512c91,2,23.6,0,2,Tier 3
0x71cbc90228d0ca1bf96fdc9688f345e8daba7656,2,23.4,0,2,Tier 3
0x98af241ce3b8932a380bad9f682065db3c89f25d,2,23.2,0,2,Tier 3
0xdaf37ead4d90a4eb5deb7980aa43a5f7a7b5c784,2,20.6,0,2,Tier 3
0x2bcbf8770efa46a18233b94c39c3ecb01a0d5bc7,2,23.6,0,2,Tier 3
0x34e2e484add4731cf0f595a1a7537caee5fddb3a,2,23.6,0,2,Tier 3
0x5e11b1966ce61117fcf10422b74e52d2a10b4ad5,14,121.4,0,4,Tier 3
0xb459c98cc90678ea4ee682352f2df76c5e7d8dc0,69,52.4,0,2,Tier 3
0x46775900f98e0d85100fc6e9f30a4992416354cd,2,23.6,0,2,Tier 3
0x0597c382bb04cb242f0331cbd87c4163e1af082d,30,26.4,0.0074,2,Tier 3
0x9562f28c93d163c35c7183944dc1e041115678e7,2,13,0,1,Tier 3
0x49d48f875b9a57d16dd8d7f90f8697b886c551b6,2,23.6,0,2,Tier 3
0x6ae898d819aff1e94a7c42f18e2f58d08660fce2,3,23,0,2,Tier 3
0xa4b83b01b17d10b0161846a4ae1c1dd4e8ef169b,2,23,0,2,Tier 3
0xa4fd5718e3ce2582e4b9de93e65c0dd2953a46da,2,23,0,2,Tier 3
0x640133cf7165222bf3592867f02e77c1ef0a30b9,0,0,0,0,Tier 3
0x53de2cb732bda85ed1fa98b21f74cbaae9abd97a,34,307.4,0,4,Tier 3
0x1d35eea143e48bcc3c08419eb517b7a6632b6313,147,83.2,0.0751,4,Tier 3
0x67374e55bc295132d259ec1ca9e8f4ac70697044,4,23,0,2,Tier 3
0x26687db63f635d6ed27c7a962fb242aa5bb8c06d,3,23.6,0,2,Tier 3
0xff1c618976435b38be41bb39e8d69493fbbc6e9a,103,283.8,0.0003,4,Tier 3
0x21a051c26a4a2029124941f115484ed49c6edfc6,5,23.6,0,2,Tier 3
0x0bf88fda8a2f693b44173aa4690b60a47944de0d,3,23.6,0,2,Tier 3
0xa1b424847cdb2b44259ff2bf7f9abffac2e8adba,60,45.4,0.0001,4,Tier 3
0x43d06b66efeec50da7ec9661322ad67cab239a98,3,23.6,0,2,Tier 3
0xde4dfa27223a862fbc83210a35324b402e669ace,4,195.2,0.0019,2,Tier 3
0xbde4aa4dd5d3d54c6189bac2433bc11698e500ea,399,485.8,0.393,4,Tier 3
0x83a222decabc9370024255ae5ad467747dc831ac,3,23.4,0,2,Tier 3
0xd874ecda3e1ff9f0d2b4c80cb8c1caa095cd0725,400,590.4,0.0811,4,Tier 3
0x4aa99ba9a37076f06bbc3537f27ed48f36aa7bd9,3,33.4,0,3,Tier 3
0x8450d362ba10410f1117240d794682012f2c321a,3,23.4,0,2,Tier 3
0xa8aa95e0b6fe92d680f4a6813d5a69399f68fd91,2,22.6,0,2,Tier 3
0x957edb860d54cd359b965ef604e2e0ac2ab87aad,1,17,0,1,Tier 3
0x0a63bb3be99db7e27cae11690e651de057899375,1,17.2,0,1,Tier 3
0xa21f570ca25ca07d20323c71e859fe6ae7dc4c40,2,23.2,0,2,Tier 3
0xcdfc80583db66968af14256b2d92de43af1a5022,2,21.2,0,2,Tier 3
0x39a7e10231761c1197872a95fcae9f2270a15966,2,23.6,0,2,Tier 3
0x91641423cc49829f8fc78e9baa55b622ec344c0f,2,20,0,2,Tier 3
0x713109f5ce660644bc272cccba5a9290110acf03,2,23.4,0,2,Tier 3
0x96290e733f2c7330463f2bcc109ed767bede4d6f,2,23.4,0,2,Tier 3
0xbacc981059199cb05aa0725c739ec33dee079c43,93,95.2,0,4,Tier 3
0xaa1796884b9e398159b429275b629b3e81d46221,2,22.6,0,2,Tier 3
0xf47cd2ea26981a8e387a25cff14cf6cf71b0cc53,2,20.2,0,2,Tier 3
0x48c37c07029b489e9213691aad301bd1771c2843,0,0,0,0,Tier 3
0xa0a85e086137901531a3b3aa0cf89cbdb6bd142f,31,78.2,0,2,Tier 3
0xfc5e669d5dc1c62de47c3d4a1b102cccbbfe5547,2,20,0,2,Tier 3
0x16559e800f5713fd8086af834b401f3aecd5db07,2,13,0,1,Tier 3
0x795a6d23e91ade147ba71bdf3f037a557cf4f130,22,26.4,0.1009,3,Tier 3
0x0b664366f1bd98ac60774425fb02650b1a17f607,139,92.4,0.0941,4,Tier 3
0xfd6de53f268afd348032d184603551c606258fe5,3,20,0,2,Tier 3
0x886ee115b1bab8b6ea73c944ff1e89ffea945586,3,23.4,0,2,Tier 3
0xaf822ba6a9c1bfb854d9a84278894b8ac018745f,2,6.4,0,1,Tier 3
0x1151ff4e65e6174e65cbae0ed3565209e0143de1,2,62.2,0,2,Tier 3
0x7f9cf57fddf5793e413189f4e21302c3369facd9,3,23.4,0,2,Tier 3
0x2858955a86eab555c577cbce805a8bc279f44fbd,3,23.6,0,2,Tier 3
